[18/Mar/2026:04:41:40 +0000] - 302 302 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 36] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:06:43:49 +0000] - 101 101 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45?reconnectionToken=701f06b4-183f-4e7c-a795-3e4fa88ed17e&reconnection=false&skipWebSocketFrames=false" [Client 15.158.59.5] [Length 23281] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:06:43:49 +0000] - 302 302 - GET http vscode.apperlabs.com "/?folder=/home/coder" [Client 15.158.59.10] [Length 63] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:06:43:49 +0000] - 200 200 - GET http vscode.apperlabs.com "/login?folder=/home/coder&to=" [Client 15.158.59.17] [Length 934] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:06:43:49 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.17] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login?folder=/home/coder&to="
[18/Mar/2026:06:43:58 +0000] - 302 302 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 36] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:06:43:58 +0000] - 200 200 - GET http vscode.apperlabs.com "/login" [Client 15.158.59.17] [Length 934] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:06:43:58 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.17] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login"
[18/Mar/2026:06:44:00 +0000] - 304 304 - GET http vscode.apperlabs.com "/login" [Client 15.158.59.19] [Length 0] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:06:44:00 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.19] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login"
[18/Mar/2026:06:44:05 +0000] - 302 302 - GET http vscode.apperlabs.com "/" [Client 15.158.59.17] [Length 36] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:06:44:06 +0000] - 304 304 - GET http vscode.apperlabs.com "/login" [Client 15.158.59.19] [Length 0] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:06:44:06 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.8] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login"
[18/Mar/2026:06:44:09 +0000] - 304 304 - GET http vscode.apperlabs.com "/login" [Client 15.158.59.8] [Length 0] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:06:44:09 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.8] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login"
[18/Mar/2026:09:29:33 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:29:36 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:29:37 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:30:02 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:09:30:04 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:09:31:37 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:31:38 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:31:39 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:31:39 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.17] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:49:28 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:09:49:30 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:09:53:33 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:35 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:36 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:37 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.17] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:37 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.17] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:37 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.19] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:40 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:47 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:48 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.17] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:53:49 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:54:05 +0000] - 302 302 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 36] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:09:54:05 +0000] - 200 200 - GET http vscode.apperlabs.com "/login" [Client 15.158.59.10] [Length 934] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:09:54:05 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.17] [Length 291] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/login"
[18/Mar/2026:09:54:07 +0000] - 200 200 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.17] [Length 402] [Gzip -] [Sent-to user2] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:09:55:09 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:55:12 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:55:13 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:55:13 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.17] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:09:56:03 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:09:56:05 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:09:59:59 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:00:01 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:00:03 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:00:04 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:01:03 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:10:01:05 +0000] - 502, 502 502 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.10] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:10:04:38 +0000] - 302 302 - GET http vscode.apperlabs.com "/" [Client 15.158.59.10] [Length 50] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:10:04:38 +0000] - 200 200 - GET http vscode.apperlabs.com "/?folder=/home/coder" [Client 15.158.59.10] [Length 1391] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "http://13.251.220.49:81/"
[18/Mar/2026:10:04:39 +0000] - 200 200 - GET http vscode.apperlabs.com "/manifest.json" [Client 15.158.59.10] [Length 291] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:10:04:40 +0000] - 404 404 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45/static/node_modules/vsda/rust/web/vsda_bg.wasm" [Client 15.158.59.7] [Length 23] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:10:04:40 +0000] - 404 404 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45/static/node_modules/vsda/rust/web/vsda.js" [Client 15.158.59.17] [Length 23] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:10:04:41 +0000] - 200 200 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.19] [Length 402] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:10:04:42 +0000] - 200 200 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45/static/out/vs/workbench/services/extensions/worker/webWorkerExtensionHostIframe.html?&vscodeWebWorkerExtHostId=a0dfd5f6-1f7d-4573-8924-5c7db5af2794" [Client 15.158.59.19] [Length 2196] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:10:04:42 +0000] - 200 200 - GET http vscode.apperlabs.com "/update/check" [Client 15.158.59.19] [Length 80] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/?folder=/home/coder"
[18/Mar/2026:10:04:43 +0000] - 304 304 - GET http vscode.apperlabs.com "/_static/out/browser/serviceWorker.js" [Client 15.158.59.7] [Length 0] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/_static/out/browser/serviceWorker.js"
[18/Mar/2026:10:04:44 +0000] - 101 101 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45?reconnectionToken=f2f0f9e1-2474-47e1-84d0-a0083ec313d6&reconnection=false&skipWebSocketFrames=false" [Client 15.158.59.52] [Length 946925] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:04:44 +0000] - 101 101 - GET http vscode.apperlabs.com "/stable-a6d80dc434b8774c92d0c7b548a24a35b8ac4a45?reconnectionToken=7462bf37-6f29-4abb-a672-c80a9e8143b8&reconnection=false&skipWebSocketFrames=false" [Client 15.158.59.7] [Length 2659] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:28 +0000] - - 301 - GET http vscode.apperlabs.com "/user2" [Client 15.158.59.10] [Length 166] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:28 +0000] - 302 302 - GET http vscode.apperlabs.com "/user2/" [Client 15.158.59.10] [Length 36] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:29 +0000] - 200 200 - GET http vscode.apperlabs.com "/user2/login" [Client 15.158.59.17] [Length 1037] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:29 +0000] - 200 200 - GET http vscode.apperlabs.com "/user2/_static/src/browser/pages/login.css" [Client 15.158.59.7] [Length 464] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user2/login"
[18/Mar/2026:10:05:29 +0000] - 200 200 - GET http vscode.apperlabs.com "/user2/_static/src/browser/pages/global.css" [Client 15.158.59.7] [Length 804] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user2/login"
[18/Mar/2026:10:05:29 +0000] - 200 200 - GET http vscode.apperlabs.com "/user2/_static/src/browser/media/favicon.ico" [Client 15.158.59.17] [Length 4231] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user2/login"
[18/Mar/2026:10:05:29 +0000] - 200 200 - GET http vscode.apperlabs.com "/user2/_static/src/browser/media/favicon-dark-support.svg" [Client 15.158.59.19] [Length 685] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user2/login"
[18/Mar/2026:10:05:45 +0000] - - 301 - GET http vscode.apperlabs.com "/user5" [Client 15.158.59.10] [Length 166] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:46 +0000] - 302 302 - GET http vscode.apperlabs.com "/user5/" [Client 15.158.59.10] [Length 36] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:46 +0000] - 200 200 - GET http vscode.apperlabs.com "/user5/login" [Client 15.158.59.17] [Length 1037] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "-"
[18/Mar/2026:10:05:46 +0000] - 200 200 - GET http vscode.apperlabs.com "/user5/_static/src/browser/pages/global.css" [Client 15.158.59.17] [Length 804] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user5/login"
[18/Mar/2026:10:05:46 +0000] - 200 200 - GET http vscode.apperlabs.com "/user5/_static/src/browser/pages/login.css" [Client 15.158.59.7] [Length 464] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user5/login"
[18/Mar/2026:10:05:46 +0000] - 200 200 - GET http vscode.apperlabs.com "/user5/_static/src/browser/media/favicon.ico" [Client 15.158.59.17] [Length 4231] [Gzip -] [Sent-to user1] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "https://vscode.apperlabs.com/user5/login"
